,Date,NIFTY METAL
2199,2020-06-04,1972.9
2200,2020-06-05,2049.7
2201,2020-06-08,2044.85
2202,2020-06-09,2022.5
2203,2020-06-10,2010.8
2204,2020-06-11,1954.85
2205,2020-06-12,1966.1
2206,2020-06-15,1928.55
2207,2020-06-16,1955.9
2208,2020-06-17,1940.45
2209,2020-06-18,1998.65
2210,2020-06-19,1997.55
2211,2020-06-22,2049.8
2212,2020-06-23,2085.8
2213,2020-06-24,2042.35
2214,2020-06-25,2030.8
2215,2020-06-26,2043.35
2216,2020-06-29,1989.5
2217,2020-06-30,1991.35
2218,2020-07-01,1997.35
2219,2020-07-02,2017.0
2220,2020-07-03,2008.5
2221,2020-07-06,2058.15
2222,2020-07-07,2022.6
2223,2020-07-08,2054.3
2224,2020-07-09,2094.3
2225,2020-07-10,2078.2
2226,2020-07-13,2105.15
2227,2020-07-14,2052.45
2228,2020-07-15,2055.75
2229,2020-07-16,2070.65
2230,2020-07-17,2103.0
2231,2020-07-20,2106.0
2232,2020-07-21,2118.6
2233,2020-07-22,2113.95
2234,2020-07-23,2131.4
2235,2020-07-24,2087.5
2236,2020-07-27,2094.4
2237,2020-07-28,2141.3
2238,2020-07-29,2160.75
2239,2020-07-30,2135.15
2240,2020-07-31,2147.3
2241,2020-08-03,2156.15
2242,2020-08-04,2177.35
2243,2020-08-05,2263.8
2244,2020-08-06,2294.75
2245,2020-08-07,2314.35
2246,2020-08-10,2332.0
2247,2020-08-11,2370.65
2248,2020-08-12,2354.8
2249,2020-08-13,2380.65
2250,2020-08-14,2405.8
2251,2020-08-17,2464.25
2252,2020-08-18,2507.5
2253,2020-08-19,2513.15
2254,2020-08-20,2538.9
2255,2020-08-21,2523.6
2256,2020-08-24,2526.1
2257,2020-08-25,2507.5
2258,2020-08-26,2527.8
2259,2020-08-27,2531.05
2260,2020-08-28,2520.35
2261,2020-08-31,2420.6
2262,2020-09-01,2496.75
2263,2020-09-02,2541.35
2264,2020-09-03,2527.3
2265,2020-09-04,2451.35
2266,2020-09-07,2450.05
2267,2020-09-08,2376.85
2268,2020-09-09,2397.2
2269,2020-09-10,2369.8
2270,2020-09-11,2384.3
2271,2020-09-14,2387.05
2272,2020-09-15,2385.55
2273,2020-09-16,2396.35
2274,2020-09-17,2363.3
2275,2020-09-18,2362.2
2276,2020-09-21,2240.35
2277,2020-09-22,2213.95
2278,2020-09-23,2205.25
2279,2020-09-24,2111.85
2280,2020-09-25,2172.65
2281,2020-09-28,2237.0
2282,2020-09-29,2280.9
2283,2020-09-30,2242.55
