,Date,NIFTY IT
1487,2013-12-30,9609.65
1488,2013-12-31,9514.55
1489,2014-01-01,9548.5
1490,2014-01-02,9475.3
1491,2014-01-03,9456.45
1492,2014-01-06,9707.35
1493,2014-01-07,9648.7
1494,2014-01-08,9539.15
1495,2014-01-09,9546.9
1496,2014-01-10,9664.4
1497,2014-01-13,9831.55
1498,2014-01-14,10042.65
1499,2014-01-15,10040.3
1500,2014-01-16,10089.25
1501,2014-01-17,10072.85
1502,2014-01-20,9872.2
1503,2014-01-21,10155.15
1504,2014-01-22,10078.2
1505,2014-01-23,10116.6
1506,2014-01-24,10036.6
1507,2014-01-27,9926.75
1508,2014-01-28,9906.5
1509,2014-01-29,9861.35
1510,2014-01-30,9860.25
1511,2014-01-31,9895.05
1512,2014-02-03,9897.25
1513,2014-02-04,9686.8
1514,2014-02-05,9677.9
1515,2014-02-06,9700.4
1516,2014-02-07,9754.3
1517,2014-02-10,9668.4
1518,2014-02-11,9639.4
1519,2014-02-12,9747.75
1520,2014-02-13,9752.25
1521,2014-02-14,9770.05
1522,2014-02-17,9898.1
1523,2014-02-18,9859.65
1524,2014-02-19,9912.0
1525,2014-02-20,10028.35
1526,2014-02-21,10010.5
1527,2014-02-24,10101.0
1528,2014-02-25,10099.9
1529,2014-02-26,10167.1
1530,2014-02-28,10107.7
1531,2014-03-03,10339.8
1532,2014-03-04,10172.8
1533,2014-03-05,10260.2
1534,2014-03-06,10272.4
1535,2014-03-07,10266.05
1536,2014-03-10,10033.05
1537,2014-03-11,9803.8
1538,2014-03-12,9823.8
1539,2014-03-13,9539.3
1540,2014-03-14,9422.85
1541,2014-03-18,9451.1
1542,2014-03-19,9305.25
1543,2014-03-20,9147.05
1544,2014-03-21,9376.95
1545,2014-03-22,9355.4
1546,2014-03-24,9365.3
1547,2014-03-25,9308.5
1548,2014-03-26,9318.95
1549,2014-03-27,9234.3
1550,2014-03-28,9245.7
1551,2014-03-31,9297.95
1552,2014-04-01,9331.5
1553,2014-04-02,9515.05
1554,2014-04-03,9505.45
1555,2014-04-04,9511.8
1556,2014-04-07,9355.05
1557,2014-04-09,9360.15
1558,2014-04-10,9277.75
1559,2014-04-11,9156.45
1560,2014-04-15,9452.6
1561,2014-04-16,9506.8
1562,2014-04-17,9363.05
1563,2014-04-21,9395.55
1564,2014-04-22,9333.55
1565,2014-04-23,9318.65
1566,2014-04-25,9311.5
1567,2014-04-28,9271.5
1568,2014-04-29,9264.5
1569,2014-04-30,9242.9
1570,2014-05-02,9219.3
1571,2014-05-05,9288.7
1572,2014-05-06,9219.95
1573,2014-05-07,9153.15
1574,2014-05-08,8959.0
1575,2014-05-09,8945.75
1576,2014-05-12,9049.85
1577,2014-05-13,9159.25
1578,2014-05-14,9356.2
1579,2014-05-15,9347.85
1580,2014-05-16,9372.75
1581,2014-05-19,9135.55
1582,2014-05-20,8704.5
1583,2014-05-21,8871.75
1584,2014-05-22,8978.85
1585,2014-05-23,8954.1
1586,2014-05-26,8986.5
1587,2014-05-27,9082.3
1588,2014-05-28,9106.15
1589,2014-05-29,9075.8
1590,2014-05-30,8941.0
1591,2014-06-02,9004.0
1592,2014-06-03,9007.8
1593,2014-06-04,8974.95
1594,2014-06-05,8877.5
1595,2014-06-06,8943.3
1596,2014-06-09,8948.75
1597,2014-06-10,9043.3
1598,2014-06-11,9290.5
1599,2014-06-12,9589.2
1600,2014-06-13,9462.0
1601,2014-06-16,9449.0
1602,2014-06-17,9618.75
1603,2014-06-18,9630.85
1604,2014-06-19,9522.2
1605,2014-06-20,9714.5
1606,2014-06-23,9671.55
1607,2014-06-24,9548.65
1608,2014-06-25,9623.4
1609,2014-06-26,9585.75
1610,2014-06-27,9619.45
1611,2014-06-30,9834.15
1612,2014-07-01,9896.8
1613,2014-07-02,9817.65
1614,2014-07-03,9806.0
1615,2014-07-04,9829.95
1616,2014-07-07,9922.95
1617,2014-07-08,10146.75
1618,2014-07-09,10041.35
1619,2014-07-10,9906.65
1620,2014-07-11,9992.15
1621,2014-07-14,9944.1
1622,2014-07-15,9815.65
1623,2014-07-16,9824.2
1624,2014-07-17,9855.95
1625,2014-07-18,9944.85
1626,2014-07-21,9998.65
1627,2014-07-22,9918.8
1628,2014-07-23,10120.0
1629,2014-07-24,10323.8
1630,2014-07-25,10343.0
1631,2014-07-28,10293.7
1632,2014-07-30,10395.55
1633,2014-07-31,10348.05
1634,2014-08-01,10227.55
1635,2014-08-04,10192.35
1636,2014-08-05,10403.6
1637,2014-08-06,10423.85
1638,2014-08-07,10362.55
1639,2014-08-08,10327.2
1640,2014-08-11,10391.9
1641,2014-08-12,10448.6
1642,2014-08-13,10381.05
1643,2014-08-14,10513.75
1644,2014-08-18,10459.7
1645,2014-08-19,10441.4
1646,2014-08-20,10397.0
1647,2014-08-21,10432.75
1648,2014-08-22,10403.45
1649,2014-08-25,10553.8
1650,2014-08-26,10653.6
1651,2014-08-27,10675.05
1652,2014-08-28,10749.25
1653,2014-09-01,10712.5
1654,2014-09-02,10723.45
1655,2014-09-03,10749.0
1656,2014-09-04,11025.85
1657,2014-09-05,11018.8
1658,2014-09-08,11062.8
1659,2014-09-09,11144.0
1660,2014-09-10,11041.85
1661,2014-09-11,10975.7
1662,2014-09-12,10987.0
1663,2014-09-15,10959.85
1664,2014-09-16,10876.8
1665,2014-09-17,10866.2
1666,2014-09-18,10916.35
1667,2014-09-19,11074.0
1668,2014-09-22,11187.6
1669,2014-09-23,11172.25
1670,2014-09-24,11135.05
1671,2014-09-25,11102.5
1672,2014-09-26,11188.1
1673,2014-09-29,11178.55
1674,2014-09-30,11341.4
1675,2014-10-01,11287.2
1676,2014-10-07,11371.9
1677,2014-10-08,11380.85
1678,2014-10-09,11138.4
1679,2014-10-10,11065.0
1680,2014-10-13,11318.55
1681,2014-10-14,11474.8
1682,2014-10-16,11379.05
1683,2014-10-17,10889.5
1684,2014-10-20,10845.7
1685,2014-10-21,10723.15
1686,2014-10-22,10835.4
1687,2014-10-23,10776.0
1688,2014-10-27,10890.6
1689,2014-10-28,10696.3
1690,2014-10-29,10767.4
1691,2014-10-30,10973.35
1692,2014-10-31,11192.8
1693,2014-11-03,11433.0
1694,2014-11-05,11419.95
1695,2014-11-07,11438.3
1696,2014-11-10,11491.95
1697,2014-11-11,11477.25
1698,2014-11-12,11428.4
1699,2014-11-13,11458.3
1700,2014-11-14,11551.4
1701,2014-11-17,11553.9
1702,2014-11-18,11628.15
1703,2014-11-19,11532.0
1704,2014-11-20,11583.45
1705,2014-11-21,11637.7
1706,2014-11-24,11659.7
1707,2014-11-25,11847.4
1708,2014-11-26,11769.2
1709,2014-11-27,11800.85
1710,2014-11-28,11925.85
1711,2014-12-01,11942.25
1712,2014-12-02,11952.7
1713,2014-12-03,11787.6
1714,2014-12-04,11809.55
1715,2014-12-05,11788.55
1716,2014-12-08,11417.1
1717,2014-12-09,11207.6
1718,2014-12-10,11137.55
1719,2014-12-11,11059.7
1720,2014-12-12,11030.15
1721,2014-12-15,10748.5
1722,2014-12-16,10694.25
1723,2014-12-17,10894.3
1724,2014-12-18,10920.65
1725,2014-12-19,11101.6
1726,2014-12-22,11223.75
1727,2014-12-23,11184.95
1728,2014-12-24,11104.05
1729,2014-12-26,10974.85
1730,2014-12-29,11056.2
1731,2014-12-30,11113.35
1732,2014-12-31,11129.55
1733,2015-01-01,11214.8
1734,2015-01-02,11214.65
1735,2015-01-05,11369.35
1736,2015-01-06,11186.1
1737,2015-01-07,11013.2
1738,2015-01-08,11031.15
1739,2015-01-09,11058.05
1740,2015-01-12,11456.0
1741,2015-01-13,11545.25
1742,2015-01-14,11561.95
1743,2015-01-15,11672.3
1744,2015-01-16,11708.85
1745,2015-01-19,11732.5
1746,2015-01-20,11681.8
1747,2015-01-21,11732.45
1748,2015-01-22,11832.55
1749,2015-01-23,11877.9
1750,2015-01-27,11915.6
1751,2015-01-28,11712.55
1752,2015-01-29,11812.35
1753,2015-01-30,11998.35
1754,2015-02-02,11871.35
1755,2015-02-03,11963.75
1756,2015-02-04,12027.1
1757,2015-02-05,11967.75
1758,2015-02-06,12190.7
1759,2015-02-09,12160.9
1760,2015-02-10,12215.2
1761,2015-02-11,12198.45
1762,2015-02-12,12277.2
1763,2015-02-13,12369.6
1764,2015-02-16,12461.75
1765,2015-02-18,12511.05
1766,2015-02-19,12629.05
1767,2015-02-20,12750.0
1768,2015-02-23,12607.35
1769,2015-02-24,12572.25
1770,2015-02-25,12621.55
1771,2015-02-26,12623.8
1772,2015-02-27,12511.25
1773,2015-02-28,12612.05
1774,2015-03-02,12700.6
1775,2015-03-03,12687.25
1776,2015-03-04,12885.75
1777,2015-03-05,12719.1
1778,2015-03-09,12599.8
1779,2015-03-10,12404.35
1780,2015-03-11,12414.7
1781,2015-03-12,12377.2
1782,2015-03-13,12478.55
1783,2015-03-16,12308.95
1784,2015-03-17,12459.6
1785,2015-03-18,12434.25
1786,2015-03-19,12298.25
1787,2015-03-20,12306.6
1788,2015-03-23,12364.3
1789,2015-03-24,12266.2
1790,2015-03-25,12214.55
1791,2015-03-26,12168.3
1792,2015-03-27,11978.05
1793,2015-03-30,12010.65
1794,2015-03-31,12159.05
1795,2015-04-01,11997.45
1796,2015-04-06,11970.2
1797,2015-04-07,11999.25
1798,2015-04-08,12072.2
1799,2015-04-09,12296.75
1800,2015-04-10,12249.05
1801,2015-04-13,12329.1
1802,2015-04-15,12335.15
1803,2015-04-16,12187.55
1804,2015-04-17,11972.35
1805,2015-04-20,11805.5
1806,2015-04-21,11472.6
1807,2015-04-22,11552.5
1808,2015-04-23,11571.05
1809,2015-04-24,11474.4
1810,2015-04-27,11166.4
1811,2015-04-28,11097.2
1812,2015-04-29,11039.0
1813,2015-04-30,11056.5
1814,2015-05-04,11087.5
1815,2015-05-05,11252.3
1816,2015-05-06,11186.35
1817,2015-05-07,10934.8
1818,2015-05-08,11209.15
1819,2015-05-11,11225.15
1820,2015-05-12,11337.7
1821,2015-05-13,11168.7
1822,2015-05-14,11185.6
1823,2015-05-15,11109.7
1824,2015-05-18,11200.4
1825,2015-05-19,11264.8
1826,2015-05-20,11438.7
1827,2015-05-21,11589.0
1828,2015-05-22,11584.7
1829,2015-05-25,11740.75
1830,2015-05-26,11608.75
1831,2015-05-27,11481.45
1832,2015-05-28,11368.0
1833,2015-05-29,11443.1
1834,2015-06-01,11561.9
1835,2015-06-02,11523.85
1836,2015-06-03,11383.1
1837,2015-06-04,11375.85
1838,2015-06-05,11376.45
1839,2015-06-08,11302.75
1840,2015-06-09,11235.3
1841,2015-06-10,11145.4
1842,2015-06-11,11420.0
1843,2015-06-12,11222.8
1844,2015-06-15,11022.7
1845,2015-06-16,11111.8
1846,2015-06-17,11181.9
1847,2015-06-18,11191.75
1848,2015-06-19,11260.9
1849,2015-06-22,11266.9
1850,2015-06-23,11473.0
1851,2015-06-24,11400.35
1852,2015-06-25,11332.45
1853,2015-06-26,11238.8
1854,2015-06-29,11181.25
1855,2015-06-30,11101.6
1856,2015-07-01,11053.65
1857,2015-07-02,11246.5
1858,2015-07-03,11162.9
1859,2015-07-06,11079.2
1860,2015-07-07,11216.55
1861,2015-07-08,11079.95
1862,2015-07-09,11043.65
1863,2015-07-10,10950.25
1864,2015-07-13,10840.65
1865,2015-07-14,11024.4
1866,2015-07-15,11050.5
1867,2015-07-16,11191.15
1868,2015-07-17,11239.7
1869,2015-07-20,11270.4
1870,2015-07-21,11366.6
1871,2015-07-22,11647.5
1872,2015-07-23,11640.65
1873,2015-07-24,11568.85
1874,2015-07-27,11437.55
1875,2015-07-28,11378.8
1876,2015-07-29,11369.45
1877,2015-07-30,11530.3
1878,2015-07-31,11434.9
1879,2015-08-03,11490.6
1880,2015-08-04,11480.7
1881,2015-08-05,11470.2
1882,2015-08-06,11698.9
1883,2015-08-07,11604.45
1884,2015-08-10,11623.1
1885,2015-08-11,11637.25
1886,2015-08-12,11731.7
1887,2015-08-13,12029.5
1888,2015-08-14,11968.3
1889,2015-08-17,12057.65
1890,2015-08-18,12068.35
1891,2015-08-19,12215.55
1892,2015-08-20,12269.5
1893,2015-08-21,12009.8
1894,2015-08-24,11750.45
1895,2015-08-25,11524.85
1896,2015-08-26,11395.5
1897,2015-08-27,11438.7
1898,2015-08-28,11545.3
1899,2015-08-31,11691.65
1900,2015-09-01,11563.55
1901,2015-09-02,11563.95
1902,2015-09-03,11679.5
1903,2015-09-04,11689.8
1904,2015-09-07,11445.35
1905,2015-09-08,11331.65
1906,2015-09-09,11554.45
1907,2015-09-10,11439.45
1908,2015-09-11,11445.65
1909,2015-09-14,11482.4
1910,2015-09-15,11524.4
1911,2015-09-16,11614.7
1912,2015-09-18,11694.95
1913,2015-09-21,11659.85
1914,2015-09-22,11790.5
1915,2015-09-23,11659.9
1916,2015-09-24,11710.75
1917,2015-09-28,11989.3
1918,2015-09-29,11768.65
1919,2015-09-30,12010.75
1920,2015-10-01,11877.85
1921,2015-10-05,11867.45
1922,2015-10-06,12057.45
1923,2015-10-07,11878.35
1924,2015-10-08,11753.85
1925,2015-10-09,11734.3
1926,2015-10-12,11972.1
1927,2015-10-13,11595.85
1928,2015-10-14,11435.3
1929,2015-10-15,11407.55
1930,2015-10-16,11392.55
1931,2015-10-19,11360.4
1932,2015-10-20,11465.05
1933,2015-10-21,11552.6
1934,2015-10-23,11588.0
1935,2015-10-26,11597.9
1936,2015-10-27,11570.3
1937,2015-10-28,11546.05
1938,2015-10-29,11644.05
1939,2015-10-30,11549.75
1940,2015-11-02,11497.95
1941,2015-11-03,11576.0
1942,2015-11-04,11680.15
1943,2015-11-05,11573.1
1944,2015-11-06,11424.2
1945,2015-11-09,11364.55
1946,2015-11-10,11385.7
1947,2015-11-11,11305.2
1948,2015-11-13,11110.75
1949,2015-11-16,11011.5
1950,2015-11-17,11032.45
1951,2015-11-18,10967.75
1952,2015-11-19,10910.5
1953,2015-11-20,11045.65
1954,2015-11-23,11126.25
1955,2015-11-24,11096.4
1956,2015-11-26,11048.4
1957,2015-11-27,11064.6
1958,2015-11-30,11147.85
1959,2015-12-01,11216.95
1960,2015-12-02,11298.9
1961,2015-12-03,11149.3
1962,2015-12-04,11034.65
1963,2015-12-07,11009.5
1964,2015-12-08,10989.2
1965,2015-12-09,10978.25
1966,2015-12-10,10971.55
1967,2015-12-11,11086.55
1968,2015-12-14,10940.75
1969,2015-12-15,11139.55
1970,2015-12-16,11081.75
1971,2015-12-17,11182.95
1972,2015-12-18,11227.15
1973,2015-12-21,11096.4
1974,2015-12-22,11201.8
1975,2015-12-23,11163.8
1976,2015-12-24,11193.25
1977,2015-12-28,11152.7
1978,2015-12-29,11257.05
1979,2015-12-30,11247.35
1980,2015-12-31,11113.0
1981,2016-01-01,11210.25
1982,2016-01-04,11144.0
1983,2016-01-05,11082.6
1984,2016-01-06,11027.55
1985,2016-01-07,10947.75
1986,2016-01-08,10933.3
1987,2016-01-11,10898.8
1988,2016-01-12,10850.25
1989,2016-01-13,10807.85
1990,2016-01-14,10730.65
1991,2016-01-15,11050.65
1992,2016-01-18,10954.2
1993,2016-01-19,11052.4
1994,2016-01-20,10897.8
1995,2016-01-21,10957.95
1996,2016-01-22,11020.6
1997,2016-01-25,11047.0
1998,2016-01-27,11052.55
1999,2016-01-28,11010.1
2000,2016-01-29,11061.85
2001,2016-02-01,11271.15
2002,2016-02-02,11325.75
2003,2016-02-03,11179.75
2004,2016-02-04,11178.25
2005,2016-02-05,11222.2
2006,2016-02-08,11160.85
2007,2016-02-09,10866.2
2008,2016-02-10,10614.3
2009,2016-02-11,10615.35
2010,2016-02-12,10404.6
2011,2016-02-15,10446.25
2012,2016-02-16,10487.4
2013,2016-02-17,10429.35
2014,2016-02-18,10554.55
2015,2016-02-19,10670.75
2016,2016-02-22,10778.8
2017,2016-02-23,10721.4
2018,2016-02-24,10581.0
2019,2016-02-25,10469.85
2020,2016-02-26,10488.45
2021,2016-02-29,10504.4
2022,2016-03-01,10337.95
2023,2016-03-02,10740.45
2024,2016-03-03,10982.0
2025,2016-03-04,11086.1
2026,2016-03-08,10928.4
2027,2016-03-09,10815.05
2028,2016-03-10,10923.75
2029,2016-03-11,10825.9
2030,2016-03-14,10854.2
2031,2016-03-15,10867.65
2032,2016-03-16,10733.7
2033,2016-03-17,10854.0
2034,2016-03-18,10938.05
2035,2016-03-21,11158.95
2036,2016-03-22,11171.9
2037,2016-03-23,11219.7
2038,2016-03-28,11328.15
2039,2016-03-29,11172.8
2040,2016-03-30,11127.5
2041,2016-03-31,11240.6
2042,2016-04-01,11306.35
2043,2016-04-04,11224.9
2044,2016-04-05,11386.55
2045,2016-04-06,11325.1
2046,2016-04-07,11264.6
2047,2016-04-08,11082.25
2048,2016-04-11,11066.25
2049,2016-04-12,11284.0
2050,2016-04-13,11412.1
2051,2016-04-18,11493.5
2052,2016-04-20,11697.4
2053,2016-04-21,11500.45
2054,2016-04-22,11326.55
2055,2016-04-25,11288.7
2056,2016-04-26,11292.35
2057,2016-04-27,11398.9
2058,2016-04-28,11350.15
2059,2016-04-29,11269.1
2060,2016-05-02,11181.15
2061,2016-05-03,11129.9
2062,2016-05-04,10913.75
2063,2016-05-05,10966.75
2064,2016-05-06,10960.1
2065,2016-05-09,10900.1
2066,2016-05-10,11010.25
2067,2016-05-11,10926.85
2068,2016-05-12,10967.35
2069,2016-05-13,11081.3
2070,2016-05-16,11063.1
2071,2016-05-17,11126.75
2072,2016-05-18,11073.55
2073,2016-05-19,11124.8
2074,2016-05-20,11067.0
2075,2016-05-23,11080.4
2076,2016-05-24,10946.5
2077,2016-05-25,11019.05
2078,2016-05-26,11231.85
2079,2016-05-27,11325.7
2080,2016-05-30,11433.95
2081,2016-05-31,11554.65
2082,2016-06-01,11405.5
2083,2016-06-02,11447.05
2084,2016-06-03,11482.05
2085,2016-06-06,11443.5
2086,2016-06-07,11434.6
2087,2016-06-08,11427.15
2088,2016-06-09,11413.3
2089,2016-06-10,11226.45
2090,2016-06-13,11164.15
2091,2016-06-14,11210.65
2092,2016-06-15,11195.95
2093,2016-06-16,11249.7
2094,2016-06-17,11258.65
2095,2016-06-20,11272.95
2096,2016-06-21,11515.25
2097,2016-06-22,11509.05
2098,2016-06-23,11469.35
2099,2016-06-24,11193.25
2100,2016-06-27,11069.9
2101,2016-06-28,10978.6
2102,2016-06-29,10943.3
2103,2016-06-30,11109.7
2104,2016-07-01,11172.65
2105,2016-07-04,11142.25
2106,2016-07-05,11176.2
2107,2016-07-07,11136.3
2108,2016-07-08,10947.95
2109,2016-07-11,10993.85
2110,2016-07-12,11064.4
2111,2016-07-13,11094.2
2112,2016-07-14,11117.35
2113,2016-07-15,11197.85
2114,2016-07-18,10734.5
2115,2016-07-19,10694.95
2116,2016-07-20,10600.75
2117,2016-07-21,10749.75
2118,2016-07-22,10745.55
2119,2016-07-25,10734.1
2120,2016-07-26,10839.5
2121,2016-07-27,10875.45
2122,2016-07-28,10923.1
2123,2016-07-29,10916.9
2124,2016-08-01,10917.7
2125,2016-08-02,11129.45
2126,2016-08-03,11307.05
2127,2016-08-04,11226.45
2128,2016-08-05,11177.35
2129,2016-08-08,11136.1
2130,2016-08-09,11207.7
2131,2016-08-10,11184.25
2132,2016-08-11,11173.3
2133,2016-08-12,11218.7
2134,2016-08-16,11121.95
2135,2016-08-17,10992.95
2136,2016-08-18,10855.55
2137,2016-08-19,10807.3
2138,2016-08-22,10704.65
2139,2016-08-23,10610.4
2140,2016-08-24,10792.95
2141,2016-08-25,10824.75
2142,2016-08-26,10680.3
2143,2016-08-29,10548.95
2144,2016-08-30,10422.65
2145,2016-08-31,10593.75
2146,2016-09-01,10570.1
2147,2016-09-02,10549.35
2148,2016-09-06,10524.05
2149,2016-09-07,10605.85
2150,2016-09-08,10349.75
2151,2016-09-09,10253.75
2152,2016-09-12,10194.65
2153,2016-09-14,10400.3
2154,2016-09-15,10340.25
2155,2016-09-16,10347.5
2156,2016-09-19,10386.2
2157,2016-09-20,10469.2
2158,2016-09-21,10450.45
2159,2016-09-22,10508.2
2160,2016-09-23,10426.1
2161,2016-09-26,10382.0
2162,2016-09-27,10324.7
2163,2016-09-28,10402.2
2164,2016-09-29,10410.65
2165,2016-09-30,10300.35
2166,2016-10-03,10331.15
2167,2016-10-04,10347.1
2168,2016-10-05,10405.65
2169,2016-10-06,10353.9
2170,2016-10-07,10253.05
2171,2016-10-10,10193.05
2172,2016-10-13,10218.5
2173,2016-10-14,10239.2
2174,2016-10-17,10268.65
2175,2016-10-18,10202.55
2176,2016-10-19,10397.3
2177,2016-10-20,10431.5
2178,2016-10-21,10408.65
2179,2016-10-24,10445.35
2180,2016-10-25,10322.7
2181,2016-10-26,10253.4
2182,2016-10-27,10130.8
2183,2016-10-28,10088.05
2184,2016-10-30,10086.6
2185,2016-11-01,10109.2
2186,2016-11-02,9903.8
2187,2016-11-03,9868.35
2188,2016-11-04,9813.45
2189,2016-11-07,9997.1
2190,2016-11-08,9996.2
2191,2016-11-09,9467.65
2192,2016-11-10,9803.2
2193,2016-11-11,9615.85
2194,2016-11-15,9478.5
2195,2016-11-16,9559.15
2196,2016-11-17,9608.95
2197,2016-11-18,9497.8
2198,2016-11-21,9500.0
2199,2016-11-22,9492.35
2200,2016-11-23,9559.1
2201,2016-11-24,9561.4
2202,2016-11-25,9709.15
2203,2016-11-28,10126.7
2204,2016-11-29,10099.65
2205,2016-11-30,10086.55
2206,2016-12-01,10090.0
2207,2016-12-02,10018.15
2208,2016-12-05,9908.3
2209,2016-12-06,9850.9
2210,2016-12-07,9865.65
2211,2016-12-08,9819.9
2212,2016-12-09,9961.95
2213,2016-12-12,9960.3
2214,2016-12-13,9983.7
2215,2016-12-14,10091.55
2216,2016-12-15,10099.05
2217,2016-12-16,10265.65
2218,2016-12-19,10213.45
2219,2016-12-20,10239.85
2220,2016-12-21,10357.3
2221,2016-12-22,10210.25
2222,2016-12-23,10162.4
2223,2016-12-26,10028.9
2224,2016-12-27,9997.0
2225,2016-12-28,10203.85
2226,2016-12-29,10194.15
2227,2016-12-30,10325.35
2228,2017-01-02,10403.0
2229,2017-01-03,10386.6
2230,2017-01-04,10368.15
2231,2017-01-05,10539.75
2232,2017-01-06,10352.8
2233,2017-01-09,10070.65
2234,2017-01-10,10232.55
2235,2017-01-11,10238.05
2236,2017-01-12,10237.45
2237,2017-01-13,10504.05
2238,2017-01-16,10223.05
2239,2017-01-17,10166.85
2240,2017-01-18,10217.5
2241,2017-01-19,10223.05
2242,2017-01-20,10165.5
2243,2017-01-23,10060.65
2244,2017-01-24,10186.5
2245,2017-01-25,10221.65
2246,2017-01-27,10144.2
2247,2017-01-30,10114.35
2248,2017-01-31,10158.2
2249,2017-02-01,9811.1
2250,2017-02-02,9753.55
2251,2017-02-03,9927.35
2252,2017-02-06,10076.55
2253,2017-02-07,10034.95
2254,2017-02-08,9988.6
2255,2017-02-09,10026.4
2256,2017-02-10,10185.45
2257,2017-02-13,10402.15
2258,2017-02-14,10462.35
2259,2017-02-15,10464.05
2260,2017-02-16,10488.95
2261,2017-02-17,10674.2
2262,2017-02-20,10544.45
2263,2017-02-21,10716.7
2264,2017-02-22,10685.55
2265,2017-02-23,10545.45
2266,2017-02-27,10663.25
2267,2017-02-28,10732.8
2268,2017-03-01,10674.85
2269,2017-03-02,10779.65
2270,2017-03-03,10701.35
2271,2017-03-06,10736.8
2272,2017-03-07,10794.3
2273,2017-03-08,10791.45
2274,2017-03-09,10753.7
2275,2017-03-10,10758.2
2276,2017-03-14,10850.0
2277,2017-03-15,10899.95
2278,2017-03-16,10765.65
2279,2017-03-17,10893.85
2280,2017-03-20,10877.15
2281,2017-03-21,10769.1
2282,2017-03-22,10717.1
2283,2017-03-23,10794.25
2284,2017-03-24,10843.25
2285,2017-03-27,10735.5
2286,2017-03-28,10675.05
2287,2017-03-29,10712.0
2288,2017-03-30,10734.95
2289,2017-03-31,10735.6
2290,2017-04-03,10728.65
2291,2017-04-05,10596.25
2292,2017-04-06,10499.75
2293,2017-04-07,10532.45
2294,2017-04-10,10511.6
2295,2017-04-11,10341.55
2296,2017-04-12,10408.15
2297,2017-04-13,10339.85
2298,2017-04-17,10045.4
2299,2017-04-18,10021.15
2300,2017-04-19,9925.25
2301,2017-04-20,9965.8
2302,2017-04-21,10083.5
2303,2017-04-24,9979.8
2304,2017-04-25,10081.55
2305,2017-04-26,10157.6
2306,2017-04-27,9965.05
2307,2017-04-28,10020.45
2308,2017-05-02,10000.8
2309,2017-05-03,10043.0
2310,2017-05-04,10155.05
2311,2017-05-05,10084.5
2312,2017-05-08,10113.8
2313,2017-05-09,10246.0
2314,2017-05-10,10283.35
2315,2017-05-11,10293.3
2316,2017-05-12,10275.6
2317,2017-05-15,10399.7
2318,2017-05-16,10364.4
2319,2017-05-17,10461.0
2320,2017-05-18,10382.4
2321,2017-05-19,10565.75
2322,2017-05-22,10486.8
2323,2017-05-23,10535.9
2324,2017-05-24,10510.95
2325,2017-05-25,10568.15
2326,2017-05-26,10741.75
2327,2017-05-29,10611.45
2328,2017-05-30,10535.35
2329,2017-05-31,10589.8
2330,2017-06-01,10508.7
2331,2017-06-02,10598.5
2332,2017-06-05,10608.85
2333,2017-06-06,10749.4
2334,2017-06-07,10930.4
2335,2017-06-08,10684.8
2336,2017-06-09,10484.3
2337,2017-06-12,10412.5
2338,2017-06-13,10389.3
2339,2017-06-14,10370.25
2340,2017-06-15,10383.9
2341,2017-06-16,10262.7
2342,2017-06-19,10214.15
2343,2017-06-20,10220.1
2344,2017-06-21,10289.2
2345,2017-06-22,10255.75
2346,2017-06-23,10226.25
2347,2017-06-27,10160.0
2348,2017-06-28,10100.65
2349,2017-06-29,10183.3
2350,2017-06-30,10098.55
2351,2017-07-03,10174.3
2352,2017-07-04,10215.25
2353,2017-07-05,10196.05
2354,2017-07-06,10151.55
2355,2017-07-07,10125.65
2356,2017-07-10,10214.3
2357,2017-07-11,10333.3
2358,2017-07-12,10440.7
2359,2017-07-13,10428.1
2360,2017-07-14,10442.55
2361,2017-07-17,10371.7
2362,2017-07-18,10455.15
2363,2017-07-19,10506.75
2364,2017-07-20,10587.45
2365,2017-07-21,10573.0
2366,2017-07-24,10734.15
2367,2017-07-25,10813.6
2368,2017-07-26,10810.7
2369,2017-07-27,10795.1
2370,2017-07-28,10627.5
2371,2017-07-31,10665.3
2372,2017-08-01,10808.1
2373,2017-08-02,10806.8
2374,2017-08-03,10736.5
2375,2017-08-04,10695.15
2376,2017-08-07,10749.7
2377,2017-08-08,10700.8
2378,2017-08-09,10607.4
2379,2017-08-10,10590.35
2380,2017-08-11,10623.65
2381,2017-08-14,10669.15
2382,2017-08-16,10621.1
2383,2017-08-17,10784.6
2384,2017-08-18,10768.0
2385,2017-08-21,10574.3
2386,2017-08-22,10533.4
2387,2017-08-23,10479.65
2388,2017-08-24,10550.2
2389,2017-08-28,10603.45
2390,2017-08-29,10593.0
2391,2017-08-30,10565.2
2392,2017-08-31,10528.05
2393,2017-09-01,10537.6
2394,2017-09-04,10540.0
2395,2017-09-05,10455.55
2396,2017-09-06,10472.1
2397,2017-09-07,10466.05
2398,2017-09-08,10488.95
2399,2017-09-11,10496.7
2400,2017-09-12,10514.15
2401,2017-09-13,10520.75
2402,2017-09-14,10438.2
2403,2017-09-15,10519.65
2404,2017-09-18,10601.4
2405,2017-09-19,10658.35
2406,2017-09-20,10694.0
2407,2017-09-21,10652.55
2408,2017-09-22,10628.5
2409,2017-09-25,10604.3
2410,2017-09-26,10575.2
2411,2017-09-27,10576.25
2412,2017-09-28,10544.15
2413,2017-09-29,10543.4
2414,2017-10-03,10534.45
2415,2017-10-04,10551.75
2416,2017-10-05,10546.45
2417,2017-10-06,10532.2
2418,2017-10-09,10637.35
