,Date,NIFTY REALTY
2060,2016-05-02,173.8
2061,2016-05-03,173.85
2062,2016-05-04,169.6
2063,2016-05-05,171.0
2064,2016-05-06,171.55
2065,2016-05-09,174.85
2066,2016-05-10,175.65
2067,2016-05-11,173.75
2068,2016-05-12,176.3
2069,2016-05-13,171.95
2070,2016-05-16,174.45
2071,2016-05-17,175.75
2072,2016-05-18,179.8
2073,2016-05-19,178.25
2074,2016-05-20,175.85
2075,2016-05-23,174.15
2076,2016-05-24,173.8
2077,2016-05-25,176.75
2078,2016-05-26,180.6
2079,2016-05-27,183.35
2080,2016-05-30,181.65
2081,2016-05-31,183.15
2082,2016-06-01,184.1
2083,2016-06-02,184.35
2084,2016-06-03,182.05
2085,2016-06-06,183.8
2086,2016-06-07,187.25
2087,2016-06-08,187.6
2088,2016-06-09,187.9
2089,2016-06-10,186.25
2090,2016-06-13,183.2
2091,2016-06-14,185.55
2092,2016-06-15,186.35
2093,2016-06-16,185.0
2094,2016-06-17,191.95
2095,2016-06-20,194.0
2096,2016-06-21,194.8
2097,2016-06-22,195.05
2098,2016-06-23,192.8
2099,2016-06-24,184.95
2100,2016-06-27,187.8
2101,2016-06-28,189.75
2102,2016-06-29,195.45
2103,2016-06-30,200.25
2104,2016-07-01,201.4
2105,2016-07-04,206.05
2106,2016-07-05,205.1
2107,2016-07-07,204.05
2108,2016-07-08,203.15
2109,2016-07-11,207.1
2110,2016-07-12,209.9
2111,2016-07-13,206.45
2112,2016-07-14,205.8
2113,2016-07-15,204.7
2114,2016-07-18,202.2
2115,2016-07-19,201.2
2116,2016-07-20,206.6
2117,2016-07-21,204.35
2118,2016-07-22,205.9
2119,2016-07-25,208.95
2120,2016-07-26,206.25
2121,2016-07-27,205.7
2122,2016-07-28,207.7
2123,2016-07-29,207.4
2124,2016-08-01,207.5
2125,2016-08-02,205.0
2126,2016-08-03,202.05
2127,2016-08-04,206.85
2128,2016-08-05,211.8
2129,2016-08-08,213.6
2130,2016-08-09,214.4
2131,2016-08-10,211.25
2132,2016-08-11,210.1
2133,2016-08-12,209.05
2134,2016-08-16,207.65
2135,2016-08-17,208.7
2136,2016-08-18,211.35
2137,2016-08-19,210.15
2138,2016-08-22,210.25
2139,2016-08-23,209.55
2140,2016-08-24,210.1
2141,2016-08-25,208.6
2142,2016-08-26,206.15
2143,2016-08-29,206.25
2144,2016-08-30,208.0
2145,2016-08-31,205.55
2146,2016-09-01,201.25
2147,2016-09-02,202.8
2148,2016-09-06,206.05
2149,2016-09-07,207.4
2150,2016-09-08,213.35
2151,2016-09-09,214.65
2152,2016-09-12,204.0
2153,2016-09-14,204.05
2154,2016-09-15,203.6
2155,2016-09-16,205.55
2156,2016-09-19,208.6
2157,2016-09-20,205.5
2158,2016-09-21,206.1
2159,2016-09-22,208.9
2160,2016-09-23,210.55
2161,2016-09-26,205.55
2162,2016-09-27,206.1
2163,2016-09-28,209.8
2164,2016-09-29,195.15
2165,2016-09-30,202.7
2166,2016-10-03,209.0
2167,2016-10-04,209.8
2168,2016-10-05,213.65
2169,2016-10-06,210.45
2170,2016-10-07,211.25
2171,2016-10-10,208.5
2172,2016-10-13,203.7
2173,2016-10-14,205.4
2174,2016-10-17,203.3
2175,2016-10-18,205.75
2176,2016-10-19,204.6
2177,2016-10-20,207.95
2178,2016-10-21,209.65
2179,2016-10-24,210.8
2180,2016-10-25,209.5
2181,2016-10-26,208.95
2182,2016-10-27,207.6
2183,2016-10-28,210.45
2184,2016-10-30,211.1
2185,2016-11-01,209.05
2186,2016-11-02,203.4
2187,2016-11-03,201.05
2188,2016-11-04,195.4
2189,2016-11-07,198.6
2190,2016-11-08,198.2
2191,2016-11-09,175.2
2192,2016-11-10,177.35
2193,2016-11-11,168.35
2194,2016-11-15,159.7
2195,2016-11-16,158.1
2196,2016-11-17,160.1
2197,2016-11-18,162.3
2198,2016-11-21,153.85
2199,2016-11-22,158.45
2200,2016-11-23,163.1
2201,2016-11-24,160.95
2202,2016-11-25,163.45
2203,2016-11-28,166.4
2204,2016-11-29,167.2
2205,2016-11-30,167.85
2206,2016-12-01,165.75
2207,2016-12-02,162.7
2208,2016-12-05,163.85
2209,2016-12-06,166.2
2210,2016-12-07,164.2
2211,2016-12-08,166.65
2212,2016-12-09,169.65
2213,2016-12-12,168.75
2214,2016-12-13,166.75
2215,2016-12-14,167.45
2216,2016-12-15,167.85
2217,2016-12-16,167.7
2218,2016-12-19,165.95
2219,2016-12-20,165.9
2220,2016-12-21,167.65
2221,2016-12-22,166.8
2222,2016-12-23,164.65
2223,2016-12-26,158.65
2224,2016-12-27,159.7
2225,2016-12-28,161.45
2226,2016-12-29,163.15
2227,2016-12-30,165.35
2228,2017-01-02,172.6
2229,2017-01-03,173.4
2230,2017-01-04,177.25
2231,2017-01-05,179.25
2232,2017-01-06,177.75
2233,2017-01-09,179.25
2234,2017-01-10,178.75
2235,2017-01-11,179.5
2236,2017-01-12,179.0
2237,2017-01-13,178.8
2238,2017-01-16,181.2
2239,2017-01-17,181.9
2240,2017-01-18,182.0
2241,2017-01-19,181.4
2242,2017-01-20,177.35
2243,2017-01-23,178.6
2244,2017-01-24,179.2
2245,2017-01-25,182.5
2246,2017-01-27,181.4
2247,2017-01-30,180.7
2248,2017-01-31,179.55
2249,2017-02-01,188.45
2250,2017-02-02,188.75
2251,2017-02-03,190.4
2252,2017-02-06,194.1
2253,2017-02-07,193.05
2254,2017-02-08,194.5
2255,2017-02-09,196.35
2256,2017-02-10,196.05
2257,2017-02-13,194.0
2258,2017-02-14,192.6
2259,2017-02-15,185.05
2260,2017-02-16,188.5
2261,2017-02-17,189.25
2262,2017-02-20,191.95
2263,2017-02-21,192.8
2264,2017-02-22,193.0
2265,2017-02-23,194.5
2266,2017-02-27,194.85
2267,2017-02-28,197.2
2268,2017-03-01,204.85
2269,2017-03-02,196.2
2270,2017-03-03,198.2
2271,2017-03-06,199.95
2272,2017-03-07,201.6
2273,2017-03-08,198.8
2274,2017-03-09,198.4
2275,2017-03-10,198.25
2276,2017-03-14,203.4
2277,2017-03-15,203.9
2278,2017-03-16,206.45
2279,2017-03-17,208.0
2280,2017-03-20,207.2
2281,2017-03-21,210.5
2282,2017-03-22,211.8
2283,2017-03-23,212.25
2284,2017-03-24,213.2
2285,2017-03-27,213.05
2286,2017-03-28,212.15
2287,2017-03-29,211.4
2288,2017-03-30,215.3
2289,2017-03-31,214.95
2290,2017-04-03,219.1
2291,2017-04-05,225.9
2292,2017-04-06,227.95
2293,2017-04-07,224.6
2294,2017-04-10,223.35
2295,2017-04-11,226.1
2296,2017-04-12,226.4
2297,2017-04-13,228.0
2298,2017-04-17,246.3
2299,2017-04-18,237.95
2300,2017-04-19,241.45
2301,2017-04-20,246.55
2302,2017-04-21,252.5
2303,2017-04-24,258.55
2304,2017-04-25,262.45
2305,2017-04-26,254.65
2306,2017-04-27,255.65
2307,2017-04-28,251.05
2308,2017-05-02,255.65
2309,2017-05-03,259.6
2310,2017-05-04,257.35
2311,2017-05-05,254.95
2312,2017-05-08,265.65
2313,2017-05-09,266.85
2314,2017-05-10,267.15
2315,2017-05-11,267.85
2316,2017-05-12,269.5
2317,2017-05-15,271.55
2318,2017-05-16,274.1
2319,2017-05-17,273.65
2320,2017-05-18,264.7
2321,2017-05-19,264.5
2322,2017-05-22,260.6
2323,2017-05-23,253.45
2324,2017-05-24,249.45
2325,2017-05-25,254.7
2326,2017-05-26,256.15
2327,2017-05-29,245.1
2328,2017-05-30,247.6
2329,2017-05-31,250.4
2330,2017-06-01,250.7
2331,2017-06-02,254.0
2332,2017-06-05,255.95
2333,2017-06-06,252.45
2334,2017-06-07,252.75
2335,2017-06-08,252.25
2336,2017-06-09,259.65
2337,2017-06-12,259.05
2338,2017-06-13,260.95
2339,2017-06-14,264.5
2340,2017-06-15,270.2
2341,2017-06-16,270.95
2342,2017-06-19,270.1
2343,2017-06-20,270.6
2344,2017-06-21,272.1
2345,2017-06-22,267.8
2346,2017-06-23,263.45
2347,2017-06-27,260.05
2348,2017-06-28,262.1
2349,2017-06-29,264.55
2350,2017-06-30,263.45
2351,2017-07-03,267.1
2352,2017-07-04,265.75
2353,2017-07-05,269.85
2354,2017-07-06,274.6
2355,2017-07-07,279.45
2356,2017-07-10,281.5
2357,2017-07-11,277.2
2358,2017-07-12,277.65
2359,2017-07-13,278.3
2360,2017-07-14,276.3
2361,2017-07-17,280.4
2362,2017-07-18,277.55
2363,2017-07-19,281.3
2364,2017-07-20,282.05
2365,2017-07-21,279.9
2366,2017-07-24,280.0
2367,2017-07-25,281.05
2368,2017-07-26,282.55
2369,2017-07-27,281.9
2370,2017-07-28,281.2
2371,2017-07-31,282.95
2372,2017-08-01,282.95
2373,2017-08-02,282.35
2374,2017-08-03,279.95
2375,2017-08-04,280.6
2376,2017-08-07,284.95
2377,2017-08-08,272.4
2378,2017-08-09,271.05
2379,2017-08-10,257.3
2380,2017-08-11,254.9
2381,2017-08-14,269.65
2382,2017-08-16,271.95
2383,2017-08-17,273.5
2384,2017-08-18,271.3
2385,2017-08-21,268.55
2386,2017-08-22,266.15
2387,2017-08-23,275.3
2388,2017-08-24,273.65
2389,2017-08-28,274.5
2390,2017-08-29,272.05
2391,2017-08-30,276.65
2392,2017-08-31,280.4
2393,2017-09-01,287.65
2394,2017-09-04,282.9
2395,2017-09-05,286.9
2396,2017-09-06,287.1
2397,2017-09-07,289.4
2398,2017-09-08,285.15
2399,2017-09-11,287.05
2400,2017-09-12,292.9
2401,2017-09-13,289.2
2402,2017-09-14,287.7
2403,2017-09-15,286.75
2404,2017-09-18,288.75
2405,2017-09-19,291.3
2406,2017-09-20,289.75
2407,2017-09-21,285.35
2408,2017-09-22,272.95
2409,2017-09-25,264.4
2410,2017-09-26,271.5
2411,2017-09-27,263.55
2412,2017-09-28,266.45
2413,2017-09-29,273.5
2414,2017-10-03,274.25
2415,2017-10-04,275.55
2416,2017-10-05,278.05
2417,2017-10-06,278.45
2418,2017-10-09,284.95
2419,2017-10-10,282.5
2420,2017-10-11,277.05
2421,2017-10-12,281.7
2422,2017-10-13,282.55
2423,2017-10-16,285.7
2424,2017-10-17,288.25
2425,2017-10-18,287.95
2426,2017-10-19,287.25
2427,2017-10-23,289.95
2428,2017-10-24,291.6
2429,2017-10-25,290.4
2430,2017-10-26,291.65
2431,2017-10-27,290.15
2432,2017-10-30,295.95
2433,2017-10-31,304.5
2434,2017-11-01,312.4
2435,2017-11-02,312.5
2436,2017-11-03,314.65
2437,2017-11-06,316.05
2438,2017-11-07,308.95
2439,2017-11-08,306.55
2440,2017-11-09,306.25
2441,2017-11-10,306.3
2442,2017-11-13,302.05
2443,2017-11-14,303.5
2444,2017-11-15,298.05
2445,2017-11-16,302.0
2446,2017-11-17,313.05
2447,2017-11-20,319.7
2448,2017-11-21,316.05
2449,2017-11-22,316.9
2450,2017-11-23,317.1
2451,2017-11-24,317.8
2452,2017-11-27,320.55
2453,2017-11-28,319.15
2454,2017-11-29,322.0
2455,2017-11-30,325.6
2456,2017-12-01,319.15
2457,2017-12-04,317.95
2458,2017-12-05,316.2
2459,2017-12-06,315.15
2460,2017-12-07,321.05
2461,2017-12-08,323.4
2462,2017-12-11,322.85
2463,2017-12-12,317.8
2464,2017-12-13,311.0
2465,2017-12-14,312.0
2466,2017-12-15,317.25
2467,2017-12-18,315.65
2468,2017-12-19,320.75
2469,2017-12-20,330.2
2470,2017-12-21,332.7
2471,2017-12-22,333.25
2472,2017-12-26,337.05
2473,2017-12-27,334.9
2474,2017-12-28,345.1
2475,2017-12-29,346.9
2476,2018-01-01,347.7
2477,2018-01-02,343.85
2478,2018-01-03,345.45
2479,2018-01-04,344.8
2480,2018-01-05,347.3
2481,2018-01-08,350.55
2482,2018-01-09,360.4
2483,2018-01-10,364.95
2484,2018-01-11,372.25
2485,2018-01-12,366.8
2486,2018-01-15,366.9
2487,2018-01-16,354.5
2488,2018-01-17,357.55
2489,2018-01-18,343.55
2490,2018-01-19,347.3
2491,2018-01-22,353.95
2492,2018-01-23,356.3
2493,2018-01-24,356.0
2494,2018-01-25,349.75
2495,2018-01-29,348.55
2496,2018-01-30,344.8
2497,2018-01-31,344.7
2498,2018-02-01,341.9
2499,2018-02-02,320.8
2500,2018-02-05,319.35
2501,2018-02-06,313.35
2502,2018-02-07,318.65
2503,2018-02-08,326.85
2504,2018-02-09,328.0
2505,2018-02-12,333.55
2506,2018-02-14,334.7
2507,2018-02-15,331.3
2508,2018-02-16,327.2
2509,2018-02-19,322.55
2510,2018-02-20,320.85
2511,2018-02-21,318.65
2512,2018-02-22,319.65
2513,2018-02-23,322.55
2514,2018-02-26,332.65
2515,2018-02-27,327.15
2516,2018-02-28,326.9
2517,2018-03-01,324.75
2518,2018-03-05,321.55
2519,2018-03-06,314.25
2520,2018-03-07,311.4
2521,2018-03-08,315.85
2522,2018-03-09,315.7
2523,2018-03-12,317.4
2524,2018-03-13,321.95
2525,2018-03-14,320.3
2526,2018-03-15,319.95
2527,2018-03-16,314.8
2528,2018-03-19,305.55
2529,2018-03-20,304.3
2530,2018-03-21,306.7
2531,2018-03-22,303.0
2532,2018-03-23,292.95
2533,2018-03-26,296.4
2534,2018-03-27,297.25
2535,2018-03-28,294.05
2536,2018-04-02,296.4
2537,2018-04-03,297.9
2538,2018-04-04,294.0
2539,2018-04-05,301.7
2540,2018-04-06,303.4
2541,2018-04-09,303.3
2542,2018-04-10,306.6
2543,2018-04-11,305.4
2544,2018-04-12,299.55
2545,2018-04-13,300.9
2546,2018-04-16,305.8
2547,2018-04-17,309.45
2548,2018-04-18,311.2
2549,2018-04-19,313.2
2550,2018-04-20,310.2
2551,2018-04-23,315.2
2552,2018-04-24,316.45
2553,2018-04-25,318.35
2554,2018-04-26,316.15
2555,2018-04-27,317.25
2556,2018-04-30,322.25
2557,2018-05-02,315.8
2558,2018-05-03,310.55
2559,2018-05-04,310.1
2560,2018-05-07,313.55
2561,2018-05-08,317.25
2562,2018-05-09,316.95
2563,2018-05-10,310.7
2564,2018-05-11,309.15
2565,2018-05-14,307.0
2566,2018-05-15,300.85
2567,2018-05-16,307.05
2568,2018-05-17,307.35
2569,2018-05-18,302.75
2570,2018-05-21,292.8
2571,2018-05-22,296.4
2572,2018-05-23,293.85
2573,2018-05-24,291.8
2574,2018-05-25,295.5
2575,2018-05-28,300.05
2576,2018-05-29,297.1
2577,2018-05-30,297.05
2578,2018-05-31,294.95
2579,2018-06-01,291.25
2580,2018-06-04,281.55
2581,2018-06-05,278.6
2582,2018-06-06,282.8
2583,2018-06-07,291.2
2584,2018-06-08,292.25
2585,2018-06-11,290.45
2586,2018-06-12,291.65
2587,2018-06-13,291.5
2588,2018-06-14,291.5
2589,2018-06-15,287.8
2590,2018-06-18,286.7
2591,2018-06-19,280.95
2592,2018-06-20,284.05
2593,2018-06-21,281.8
2594,2018-06-22,282.25
2595,2018-06-25,278.05
2596,2018-06-26,276.05
2597,2018-06-27,271.1
2598,2018-06-28,265.1
2599,2018-06-29,271.55
2600,2018-07-02,267.85
2601,2018-07-03,268.25
2602,2018-07-04,269.5
2603,2018-07-05,264.65
2604,2018-07-06,267.3
2605,2018-07-09,269.35
2606,2018-07-10,274.2
2607,2018-07-11,274.45
2608,2018-07-12,271.45
2609,2018-07-13,266.85
2610,2018-07-16,258.0
2611,2018-07-17,260.65
2612,2018-07-18,254.4
2613,2018-07-19,253.9
2614,2018-07-20,257.1
2615,2018-07-23,261.5
2616,2018-07-24,268.05
2617,2018-07-25,264.3
2618,2018-07-26,266.4
2619,2018-07-27,267.85
2620,2018-07-30,268.35
2621,2018-07-31,272.85
2622,2018-08-01,273.35
2623,2018-08-02,268.8
2624,2018-08-03,270.4
2625,2018-08-06,268.8
2626,2018-08-07,267.15
2627,2018-08-08,267.0
2628,2018-08-09,272.55
2629,2018-08-10,272.3
2630,2018-08-13,269.7
2631,2018-08-14,275.05
2632,2018-08-16,273.65
2633,2018-08-17,276.05
2634,2018-08-20,277.85
2635,2018-08-21,272.85
2636,2018-08-23,273.95
2637,2018-08-24,273.45
2638,2018-08-27,273.65
2639,2018-08-28,271.2
2640,2018-08-29,274.4
2641,2018-08-30,276.05
2642,2018-08-31,275.85
2643,2018-09-03,273.1
2644,2018-09-04,268.05
2645,2018-09-05,265.05
2646,2018-09-06,266.45
2647,2018-09-07,268.15
2648,2018-09-10,264.1
2649,2018-09-11,258.85
2650,2018-09-12,257.25
2651,2018-09-14,266.15
2652,2018-09-17,269.15
2653,2018-09-18,260.95
2654,2018-09-19,257.75
2655,2018-09-21,248.7
2656,2018-09-24,235.55
2657,2018-09-25,231.5
2658,2018-09-26,237.1
2659,2018-09-27,230.55
2660,2018-09-28,219.6
2661,2018-10-01,216.3
2662,2018-10-03,216.2
2663,2018-10-04,214.65
2664,2018-10-05,208.8
2665,2018-10-08,202.1
2666,2018-10-09,200.1
2667,2018-10-10,208.5
2668,2018-10-11,202.65
2669,2018-10-12,209.55
2670,2018-10-15,209.85
2671,2018-10-16,212.0
2672,2018-10-17,205.85
2673,2018-10-19,204.3
2674,2018-10-22,203.65
2675,2018-10-23,204.0
2676,2018-10-24,210.25
2677,2018-10-25,206.0
2678,2018-10-26,205.4
2679,2018-10-29,212.2
2680,2018-10-30,213.5
2681,2018-10-31,214.9
2682,2018-11-01,220.85
2683,2018-11-02,221.3
2684,2018-11-05,224.65
2685,2018-11-06,225.55
2686,2018-11-07,227.0
2687,2018-11-09,226.05
2688,2018-11-12,222.75
2689,2018-11-13,221.4
2690,2018-11-14,218.1
2691,2018-11-15,221.8
2692,2018-11-16,222.35
2693,2018-11-19,226.15
2694,2018-11-20,226.25
2695,2018-11-21,229.65
2696,2018-11-22,226.55
2697,2018-11-26,227.35
2698,2018-11-27,227.55
2699,2018-11-28,224.3
2700,2018-11-29,227.0
2701,2018-11-30,232.0
2702,2018-12-03,237.6
2703,2018-12-04,236.75
2704,2018-12-05,234.95
2705,2018-12-06,229.3
2706,2018-12-07,230.45
2707,2018-12-10,223.45
2708,2018-12-11,223.55
2709,2018-12-12,233.3
2710,2018-12-13,236.5
2711,2018-12-14,237.2
2712,2018-12-17,236.65
2713,2018-12-18,237.15
2714,2018-12-19,244.15
2715,2018-12-20,243.35
2716,2018-12-21,238.5
2717,2018-12-24,233.4
2718,2018-12-26,233.95
2719,2018-12-27,232.6
2720,2018-12-28,233.2
2721,2018-12-31,232.35
2722,2019-01-01,237.5
2723,2019-01-02,234.1
2724,2019-01-03,233.95
2725,2019-01-04,235.9
2726,2019-01-07,239.05
2727,2019-01-08,239.0
2728,2019-01-09,240.55
2729,2019-01-10,239.9
2730,2019-01-11,236.65
2731,2019-01-14,234.35
2732,2019-01-15,238.55
2733,2019-01-16,238.55
2734,2019-01-17,241.4
2735,2019-01-18,238.3
2736,2019-01-21,234.9
2737,2019-01-22,236.65
2738,2019-01-23,235.5
2739,2019-01-24,240.6
2740,2019-01-25,230.05
2741,2019-01-28,229.3
2742,2019-01-29,228.2
2743,2019-01-30,226.5
2744,2019-01-31,228.55
2745,2019-02-01,231.4
2746,2019-02-04,229.1
2747,2019-02-05,223.95
2748,2019-02-06,225.1
2749,2019-02-07,224.95
2750,2019-02-08,226.65
2751,2019-02-11,224.35
2752,2019-02-12,221.2
2753,2019-02-13,222.05
2754,2019-02-14,223.1
2755,2019-02-15,222.55
2756,2019-02-18,224.25
2757,2019-02-19,228.1
2758,2019-02-20,228.7
2759,2019-02-21,229.6
2760,2019-02-22,233.15
2761,2019-02-25,231.45
2762,2019-02-26,227.65
2763,2019-02-27,228.0
2764,2019-02-28,230.25
2765,2019-03-01,230.35
2766,2019-03-05,234.95
2767,2019-03-06,236.85
2768,2019-03-07,236.05
2769,2019-03-08,236.5
2770,2019-03-11,238.65
2771,2019-03-12,244.9
2772,2019-03-13,246.35
2773,2019-03-14,251.8
2774,2019-03-15,251.6
2775,2019-03-18,258.7
2776,2019-03-19,259.0
2777,2019-03-20,265.3
2778,2019-03-22,266.95
2779,2019-03-25,261.8
2780,2019-03-26,264.05
2781,2019-03-27,262.85
2782,2019-03-28,266.65
2783,2019-03-29,269.2
2784,2019-04-01,267.2
2785,2019-04-02,273.4
2786,2019-04-03,272.6
2787,2019-04-04,272.4
2788,2019-04-05,276.0
2789,2019-04-08,269.95
2790,2019-04-09,273.75
2791,2019-04-10,276.85
2792,2019-04-11,274.85
2793,2019-04-12,275.7
2794,2019-04-15,280.25
2795,2019-04-16,277.45
2796,2019-04-18,270.4
2797,2019-04-22,263.7
2798,2019-04-23,263.15
2799,2019-04-24,264.85
2800,2019-04-25,265.7
2801,2019-04-26,264.4
2802,2019-04-30,258.3
2803,2019-05-02,258.6
2804,2019-05-03,262.65
2805,2019-05-06,258.8
2806,2019-05-07,255.75
2807,2019-05-08,250.35
2808,2019-05-09,251.2
2809,2019-05-10,251.2
2810,2019-05-13,246.4
2811,2019-05-14,248.3
2812,2019-05-15,249.1
2813,2019-05-16,251.85
2814,2019-05-17,252.55
2815,2019-05-20,267.0
2816,2019-05-21,265.95
2817,2019-05-22,266.95
2818,2019-05-23,268.2
2819,2019-05-24,280.1
2820,2019-05-27,286.2
2821,2019-05-28,286.55
2822,2019-05-29,284.95
2823,2019-05-30,284.6
2824,2019-05-31,283.95
2825,2019-06-03,286.75
2826,2019-06-04,285.7
2827,2019-06-06,280.7
2828,2019-06-07,279.35
2829,2019-06-10,280.2
2830,2019-06-11,280.5
2831,2019-06-12,274.75
2832,2019-06-13,276.5
2833,2019-06-14,270.7
2834,2019-06-17,267.1
2835,2019-06-18,267.3
2836,2019-06-19,270.25
2837,2019-06-20,275.45
2838,2019-06-21,274.15
2839,2019-06-24,271.5
2840,2019-06-25,274.05
2841,2019-06-26,278.15
2842,2019-06-27,283.45
2843,2019-06-28,284.8
2844,2019-07-01,291.8
2845,2019-07-02,287.5
2846,2019-07-03,289.9
2847,2019-07-04,292.55
2848,2019-07-05,282.1
2849,2019-07-08,272.25
2850,2019-07-09,279.95
2851,2019-07-10,275.55
2852,2019-07-11,279.1
2853,2019-07-12,280.55
2854,2019-07-15,280.25
2855,2019-07-16,285.55
2856,2019-07-17,286.05
2857,2019-07-18,281.7
2858,2019-07-19,277.55
2859,2019-07-22,273.65
2860,2019-07-23,276.35
2861,2019-07-24,273.45
2862,2019-07-25,273.8
2863,2019-07-26,274.4
2864,2019-07-29,271.85
2865,2019-07-30,268.05
2866,2019-07-31,267.45
2867,2019-08-01,264.55
2868,2019-08-02,262.6
2869,2019-08-05,257.9
2870,2019-08-06,262.45
2871,2019-08-07,258.7
2872,2019-08-08,263.5
2873,2019-08-09,265.65
2874,2019-08-13,263.0
2875,2019-08-14,264.35
2876,2019-08-16,265.1
2877,2019-08-19,266.75
2878,2019-08-20,263.8
2879,2019-08-21,258.55
2880,2019-08-22,242.6
2881,2019-08-23,244.55
2882,2019-08-26,253.7
2883,2019-08-27,256.6
2884,2019-08-28,262.7
2885,2019-08-29,263.8
2886,2019-08-30,267.2
2887,2019-09-03,261.15
2888,2019-09-04,260.7
2889,2019-09-05,256.0
2890,2019-09-06,254.3
2891,2019-09-09,256.0
2892,2019-09-11,266.6
2893,2019-09-12,264.25
2894,2019-09-13,268.1
2895,2019-09-16,265.55
2896,2019-09-17,255.65
2897,2019-09-18,259.4
2898,2019-09-19,255.4
2899,2019-09-20,265.3
2900,2019-09-23,272.8
2901,2019-09-24,269.2
2902,2019-09-25,260.95
2903,2019-09-26,267.8
2904,2019-09-27,261.7
2905,2019-09-30,258.75
2906,2019-10-01,248.1
2907,2019-10-03,251.2
2908,2019-10-04,248.15
2909,2019-10-07,245.25
2910,2019-10-09,250.25
2911,2019-10-10,244.95
2912,2019-10-11,247.3
2913,2019-10-14,252.05
2914,2019-10-15,253.7
2915,2019-10-16,256.35
2916,2019-10-17,257.85
2917,2019-10-18,262.8
2918,2019-10-22,263.85
2919,2019-10-23,261.55
2920,2019-10-24,263.95
2921,2019-10-25,264.9
2922,2019-10-27,265.0
2923,2019-10-29,267.3
2924,2019-10-30,265.85
2925,2019-10-31,269.0
2926,2019-11-01,271.15
2927,2019-11-04,269.6
2928,2019-11-05,267.7
2929,2019-11-06,274.05
2930,2019-11-07,276.45
2931,2019-11-08,281.05
2932,2019-11-11,283.4
2933,2019-11-13,278.3
2934,2019-11-14,277.65
2935,2019-11-15,276.95
2936,2019-11-18,277.9
2937,2019-11-19,278.05
2938,2019-11-20,273.95
2939,2019-11-21,275.45
2940,2019-11-22,275.85
2941,2019-11-25,280.7
2942,2019-11-26,278.1
2943,2019-11-27,276.3
2944,2019-11-28,279.3
2945,2019-11-29,282.05
2946,2019-12-02,281.05
2947,2019-12-03,284.8
2948,2019-12-04,285.35
2949,2019-12-05,285.85
2950,2019-12-06,283.4
2951,2019-12-09,280.45
2952,2019-12-10,277.9
2953,2019-12-11,280.5
2954,2019-12-12,282.9
2955,2019-12-13,287.65
2956,2019-12-16,289.35
2957,2019-12-17,288.6
2958,2019-12-18,290.55
2959,2019-12-19,290.4
2960,2019-12-20,291.95
2961,2019-12-23,290.7
2962,2019-12-24,291.95
2963,2019-12-26,291.4
2964,2019-12-27,296.1
2965,2019-12-30,296.45
2966,2019-12-31,298.55
2967,2020-01-01,297.85
2968,2020-01-02,301.0
2969,2020-01-03,299.65
2970,2020-01-06,292.4
2971,2020-01-07,298.05
2972,2020-01-08,297.05
2973,2020-01-09,305.15
2974,2020-01-10,310.65
2975,2020-01-13,317.15
2976,2020-01-14,316.75
2977,2020-01-15,320.9
2978,2020-01-16,323.8
2979,2020-01-17,324.15
2980,2020-01-20,325.8
2981,2020-01-21,321.15
2982,2020-01-22,320.85
2983,2020-01-23,327.65
2984,2020-01-24,328.65
2985,2020-01-27,326.8
2986,2020-01-28,326.95
2987,2020-01-29,328.5
2988,2020-01-30,327.15
2989,2020-01-31,331.05
2990,2020-02-01,305.0
2991,2020-02-03,310.0
2992,2020-02-04,318.6
2993,2020-02-05,326.4
2994,2020-02-06,326.25
2995,2020-02-07,320.3
2996,2020-02-10,317.1
2997,2020-02-11,317.8
2998,2020-02-12,315.2
2999,2020-02-13,313.8
3000,2020-02-14,310.3
3001,2020-02-17,305.7
3002,2020-02-18,302.85
3003,2020-02-19,306.2
3004,2020-02-20,306.25
3005,2020-02-24,299.75
3006,2020-02-25,302.55
3007,2020-02-26,297.5
3008,2020-02-27,290.3
3009,2020-02-28,280.55
3010,2020-03-02,279.65
3011,2020-03-03,284.15
3012,2020-03-04,281.05
3013,2020-03-05,277.85
3014,2020-03-06,269.75
3015,2020-03-09,260.0
3016,2020-03-11,255.25
3017,2020-03-12,230.3
3018,2020-03-13,235.85
3019,2020-03-16,216.15
3020,2020-03-17,211.0
3021,2020-03-18,197.75
3022,2020-03-19,191.2
3023,2020-03-20,196.4
3024,2020-03-23,174.1
3025,2020-03-24,170.65
3026,2020-03-25,175.1
3027,2020-03-26,185.8
3028,2020-03-27,185.05
3029,2020-03-30,171.6
3030,2020-03-31,175.5
3031,2020-04-01,172.1
3032,2020-04-03,172.05
3033,2020-04-07,183.0
3034,2020-04-08,180.5
3035,2020-04-09,185.75
3036,2020-04-13,176.7
3037,2020-04-15,179.95
3038,2020-04-16,181.3
3039,2020-04-17,187.8
3040,2020-04-20,188.9
3041,2020-04-21,185.45
3042,2020-04-22,184.05
3043,2020-04-23,185.45
3044,2020-04-24,177.7
3045,2020-04-27,180.1
3046,2020-04-28,181.5
3047,2020-04-29,183.15
3048,2020-04-30,187.3
3049,2020-05-04,174.3
3050,2020-05-05,169.3
3051,2020-05-06,171.0
3052,2020-05-07,170.65
3053,2020-05-08,169.55
3054,2020-05-11,171.1
3055,2020-05-12,172.45
3056,2020-05-13,178.4
3057,2020-05-14,175.2
3058,2020-05-15,172.5
